#{"t_start": 1616761261.110914, "env_id": "CartPole-v1"}
r,l,t
213.0,213,57.262826
405.0,405,57.676647
289.0,289,57.976851
421.0,421,58.368673
194.0,194,58.560222
177.0,177,58.763582
331.0,331,59.082002
174.0,174,59.251421
187.0,187,59.428399
167.0,167,59.616027
231.0,231,59.845966
345.0,345,60.184885
182.0,182,60.35746
169.0,169,60.553335
184.0,184,60.743052
204.0,204,60.935036
242.0,242,61.18307
332.0,332,61.534244
203.0,203,61.73353
196.0,196,61.93612
277.0,277,62.231259
227.0,227,62.461826
152.0,152,62.6041
346.0,346,62.947421
208.0,208,63.178785
206.0,206,63.37883
214.0,214,63.576019
377.0,377,63.95045
339.0,339,64.310777
214.0,214,64.53207
269.0,269,64.801162
287.0,287,65.088692
209.0,209,65.300423
266.0,266,65.58442
198.0,198,65.77982
278.0,278,66.064112
219.0,219,66.276588
250.0,250,66.555038
218.0,218,66.763908
219.0,219,66.988558
207.0,207,67.230666
249.0,249,67.470208
304.0,304,67.772312
255.0,255,68.03794
261.0,261,68.319738
231.0,231,68.555333
202.0,202,68.756616
197.0,197,68.943425
396.0,396,69.357493
204.0,204,69.543917
225.0,225,69.758979
221.0,221,69.983525
309.0,309,70.321318
307.0,307,70.644303
250.0,250,70.870176
437.0,437,71.275043
275.0,275,71.546663
264.0,264,71.827691
269.0,269,72.085746
250.0,250,72.340314
261.0,261,72.588626
187.0,187,72.78834
328.0,328,73.125293
239.0,239,73.340996
215.0,215,73.543207
225.0,225,73.773333
274.0,274,74.024082
283.0,283,74.307772
238.0,238,74.541714
250.0,250,74.805991
222.0,222,75.013446
185.0,185,75.193756
265.0,265,75.45782
205.0,205,75.667335
403.0,403,76.067146
217.0,217,76.27569
236.0,236,76.503134
180.0,180,76.697653
195.0,195,76.890897
197.0,197,77.088939
301.0,301,77.403874
235.0,235,77.637393
225.0,225,77.870001
201.0,201,78.064783
196.0,196,78.244207
247.0,247,78.507172
218.0,218,78.722855
239.0,239,78.963127
359.0,359,79.354551
169.0,169,79.519931
213.0,213,79.717083
226.0,226,79.936078
463.0,463,80.389954
239.0,239,80.631108
243.0,243,80.865898
181.0,181,81.045096
273.0,273,81.325459
500.0,500,81.839572
218.0,218,82.056037
256.0,256,82.300745
208.0,208,82.498639
187.0,187,82.707515
206.0,206,82.909328
280.0,280,83.176556
200.0,200,83.351789
199.0,199,83.571221
306.0,306,83.87024
380.0,380,84.237382
189.0,189,84.417947
254.0,254,84.698583
291.0,291,84.980564
223.0,223,85.215425
180.0,180,85.382878
239.0,239,85.64013
263.0,263,85.89843
261.0,261,86.161747
325.0,325,86.491837
240.0,240,86.728681
246.0,246,86.963768
238.0,238,87.201743
223.0,223,87.415245
216.0,216,87.650207
239.0,239,87.884169
239.0,239,88.111574
271.0,271,88.393658
217.0,217,88.61904
295.0,295,88.902496
179.0,179,89.092431
340.0,340,89.463351
355.0,355,89.799074
219.0,219,90.033247
267.0,267,90.298064
201.0,201,90.496751
267.0,267,90.810034
403.0,403,91.212487
401.0,401,91.606686
229.0,229,91.843755
235.0,235,92.093194
228.0,228,92.314472
175.0,175,92.483564
228.0,228,92.698212
171.0,171,92.880766
256.0,256,93.138963
215.0,215,93.333039
313.0,313,93.639221
228.0,228,93.868038
244.0,244,94.111786
215.0,215,94.334198
286.0,286,94.625586
228.0,228,94.851969
225.0,225,95.070562
202.0,202,95.270292
372.0,372,95.66768
222.0,222,95.865624
219.0,219,96.07008
245.0,245,96.317821
269.0,269,96.580991
217.0,217,96.807427
247.0,247,97.05109
238.0,238,97.291464
220.0,220,97.514799
344.0,344,97.86394
212.0,212,98.070282
225.0,225,98.295334
419.0,419,98.71305
197.0,197,98.902163
303.0,303,99.184525
218.0,218,99.386802
277.0,277,99.670115
337.0,337,100.002022
270.0,270,100.236934
173.0,173,100.399812
269.0,269,100.656291
319.0,319,100.99
315.0,315,101.297027
315.0,315,101.586649
231.0,231,101.796253
168.0,168,101.977806
356.0,356,102.317945
187.0,187,102.486167
252.0,252,102.721003
465.0,465,103.170057
252.0,252,103.419553
191.0,191,103.597728
354.0,354,103.981747
227.0,227,104.210174
207.0,207,104.418458
235.0,235,104.658195
185.0,185,104.843557
368.0,368,105.233896
260.0,260,105.522648
237.0,237,105.750093
228.0,228,105.975756
225.0,225,106.21508
191.0,191,106.387766
500.0,500,106.8683
254.0,254,107.137681
254.0,254,107.370122
226.0,226,107.581551
203.0,203,107.786602
199.0,199,108.000833
187.0,187,108.18377
419.0,419,108.588776
176.0,176,112.511459
170.0,170,115.344631
223.0,223,119.061439
186.0,186,122.161827
185.0,185,125.246238
